period_type,period_start,year,month,quarter,sales_org,sector,region,bookings_usd,recognized_revenue_usd,gross_margin_pct,new_logos,avg_contract_value_usd,pipeline_usd,pipeline_coverage,mom_growth_pct,yoy_growth_pct,logo_churn_rate,net_revenue_retention,risk_flag,notes
Monthly,2025-06-01,2025,6,2025-Q2,Enterprise West,Healthcare,NA West,714000,599000,62.2,5,143000,1957000,2.74,10.02,32.47,0.0081,1.038,,
Monthly,2025-06-01,2025,6,2025-Q2,Enterprise West,Manufacturing,NA West,626000,504000,65.7,2,313000,2717000,4.34,2.96,24.7,0.0143,1.048,,
Monthly,2025-06-01,2025,6,2025-Q2,Enterprise West,Media & SaaS,NA West,811000,676000,73.6,5,162000,3753000,4.63,6.43,28.12,0.0193,1.164,,
Monthly,2025-06-01,2025,6,2025-Q2,Enterprise West,Retail & eCommerce,NA West,613000,455000,75.8,4,153000,1619000,2.64,-10.12,4.07,0.0205,1.273,,
Monthly,2025-06-01,2025,6,2025-Q2,Hardware & Appliances,FinTech,NA National,97000,75000,48.5,3,32000,128000,1.32,0.0,-32.17,0.0488,0.866,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Hardware & Appliances,Government & Education,NA National,69000,57000,51.8,5,14000,115000,1.65,0.0,-25.0,0.035,0.818,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Hardware & Appliances,Healthcare,NA National,105000,75000,53.0,5,21000,225000,2.13,14.13,-16.67,0.0364,0.808,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Hardware & Appliances,Manufacturing,NA National,85000,72000,44.9,3,28000,60000,0.7,10.39,-28.57,0.0376,0.848,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Hardware & Appliances,Media & SaaS,NA National,103000,82000,41.1,6,17000,126000,1.22,7.29,-22.56,0.0303,0.764,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Hardware & Appliances,Retail & eCommerce,NA National,94000,73000,45.5,8,12000,111000,1.18,6.82,-19.66,0.0476,0.735,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,International APAC,FinTech,APAC,315000,251000,68.5,9,35000,1220000,3.87,15.38,20.69,0.0245,1.052,,
Monthly,2025-06-01,2025,6,2025-Q2,International APAC,Government & Education,APAC,254000,203000,67.7,7,36000,1077000,4.25,7.17,30.26,0.0067,1.095,,
Monthly,2025-06-01,2025,6,2025-Q2,International APAC,Healthcare,APAC,305000,272000,73.9,7,44000,1181000,3.87,12.96,27.08,0.0093,1.073,,
Monthly,2025-06-01,2025,6,2025-Q2,International APAC,Manufacturing,APAC,279000,243000,72.4,10,28000,939000,3.36,9.41,12.96,0.0038,1.099,,
Monthly,2025-06-01,2025,6,2025-Q2,International APAC,Media & SaaS,APAC,283000,239000,72.2,7,40000,959000,3.39,-3.41,9.27,0.0038,1.279,,
Monthly,2025-06-01,2025,6,2025-Q2,International APAC,Retail & eCommerce,APAC,282000,227000,75.4,6,47000,899000,3.19,9.3,21.03,0.0276,0.998,,
Monthly,2025-06-01,2025,6,2025-Q2,International EMEA,FinTech,EMEA,344000,292000,73.8,10,34000,1427000,4.15,-17.51,-12.02,0.0159,0.969,,
Monthly,2025-06-01,2025,6,2025-Q2,International EMEA,Government & Education,EMEA,286000,217000,73.3,5,57000,1241000,4.33,-12.0,25.44,0.0041,1.2,,
Monthly,2025-06-01,2025,6,2025-Q2,International EMEA,Healthcare,EMEA,365000,315000,64.1,9,41000,1451000,3.98,-8.06,10.27,0.0261,0.973,,
Monthly,2025-06-01,2025,6,2025-Q2,International EMEA,Manufacturing,EMEA,355000,289000,70.3,8,44000,1455000,4.1,-5.84,14.89,0.0077,1.041,,
Monthly,2025-06-01,2025,6,2025-Q2,International EMEA,Media & SaaS,EMEA,346000,309000,67.4,7,49000,1275000,3.69,-10.13,-1.42,0.0299,1.05,,
Monthly,2025-06-01,2025,6,2025-Q2,International EMEA,Retail & eCommerce,EMEA,350000,272000,74.2,3,117000,1471000,4.2,-11.84,-6.17,0.0034,1.149,,
Monthly,2025-06-01,2025,6,2025-Q2,Legacy On-Prem,FinTech,NA National,152000,121000,44.0,2,76000,271000,1.79,-4.4,-27.62,0.0384,0.715,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Legacy On-Prem,Government & Education,NA National,118000,86000,50.9,8,15000,130000,1.11,2.61,-19.18,0.0381,0.773,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Legacy On-Prem,Healthcare,NA National,134000,104000,40.2,7,19000,189000,1.41,-14.1,-30.21,0.0311,0.833,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Legacy On-Prem,Manufacturing,NA National,121000,93000,53.7,3,40000,214000,1.77,-15.97,-30.86,0.028,0.797,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Legacy On-Prem,Media & SaaS,NA National,142000,101000,56.9,7,20000,229000,1.62,-8.39,-37.99,0.031,0.87,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Legacy On-Prem,Retail & eCommerce,NA National,148000,121000,50.6,6,25000,158000,1.07,10.45,-16.85,0.031,0.734,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-06-01,2025,6,2025-Q2,Mid-Market,FinTech,NA National,433000,335000,67.6,7,62000,1430000,3.3,-11.99,6.13,0.0167,1.003,,
Monthly,2025-06-01,2025,6,2025-Q2,Mid-Market,Government & Education,NA National,393000,306000,69.5,10,39000,1438000,3.66,20.92,43.43,0.0092,1.088,,
Monthly,2025-06-01,2025,6,2025-Q2,Mid-Market,Healthcare,NA National,433000,373000,84.9,11,39000,1437000,3.32,-9.6,5.35,0.002,1.08,,
Monthly,2025-06-01,2025,6,2025-Q2,Mid-Market,Manufacturing,NA National,408000,315000,70.7,5,82000,1599000,3.92,9.97,30.35,0.0192,1.101,,
Monthly,2025-06-01,2025,6,2025-Q2,Mid-Market,Media & SaaS,NA National,408000,365000,71.6,2,204000,1214000,2.98,-15.0,6.81,0.0261,1.079,,
Monthly,2025-06-01,2025,6,2025-Q2,Mid-Market,Retail & eCommerce,NA National,468000,408000,80.6,8,58000,1653000,3.53,20.62,28.22,0.0023,0.978,,
Monthly,2025-06-01,2025,6,2025-Q2,Public Sector,FinTech,NA National,232000,187000,63.1,6,39000,602000,2.6,13.73,28.89,0.0102,1.128,,
Monthly,2025-06-01,2025,6,2025-Q2,Public Sector,Government & Education,NA National,190000,152000,75.2,5,38000,863000,4.56,19.5,23.38,0.0171,1.046,,
Monthly,2025-06-01,2025,6,2025-Q2,Public Sector,Healthcare,NA National,234000,195000,70.1,2,117000,937000,4.01,-2.09,18.78,0.0054,1.124,,
Monthly,2025-06-01,2025,6,2025-Q2,Public Sector,Manufacturing,NA National,217000,180000,75.6,4,54000,757000,3.48,23.3,32.32,0.0087,1.122,,
Monthly,2025-06-01,2025,6,2025-Q2,Public Sector,Media & SaaS,NA National,230000,186000,70.3,2,115000,880000,3.82,14.43,8.49,0.0233,1.07,,
Monthly,2025-06-01,2025,6,2025-Q2,Public Sector,Retail & eCommerce,NA National,187000,160000,72.7,3,62000,658000,3.52,-7.43,0.0,0.0208,1.105,,
Monthly,2025-06-01,2025,6,2025-Q2,SMB Online,FinTech,NA National,223000,188000,72.8,15,15000,1031000,4.62,1.83,13.2,0.0067,1.242,,
Monthly,2025-06-01,2025,6,2025-Q2,SMB Online,Government & Education,NA National,179000,142000,77.4,17,11000,548000,3.07,25.17,46.72,0.0021,1.106,,
Monthly,2025-06-01,2025,6,2025-Q2,SMB Online,Healthcare,NA National,186000,147000,74.0,4,46000,771000,4.15,-0.53,14.81,0.0311,0.959,,
Monthly,2025-06-01,2025,6,2025-Q2,SMB Online,Manufacturing,NA National,170000,137000,76.8,15,11000,753000,4.43,-9.09,19.72,0.0149,1.187,,
Monthly,2025-06-01,2025,6,2025-Q2,SMB Online,Media & SaaS,NA National,204000,172000,64.6,7,29000,670000,3.28,0.49,27.5,0.0209,1.011,,
Monthly,2025-06-01,2025,6,2025-Q2,SMB Online,Retail & eCommerce,NA National,214000,161000,73.4,13,16000,734000,3.42,16.3,32.1,0.0034,1.177,,
Monthly,2025-06-01,2025,6,2025-Q2,Strategic Accounts,FinTech,NA National,1058000,906000,71.6,4,264000,3731000,3.53,6.76,17.43,0.0138,1.169,,
Monthly,2025-06-01,2025,6,2025-Q2,Strategic Accounts,Government & Education,NA National,946000,799000,78.1,5,189000,4140000,4.38,33.62,28.36,0.0099,1.098,,
Monthly,2025-06-01,2025,6,2025-Q2,Strategic Accounts,Healthcare,NA National,1136000,876000,84.5,2,568000,3807000,3.35,24.15,45.27,0.014,1.055,,
Monthly,2025-06-01,2025,6,2025-Q2,Strategic Accounts,Manufacturing,NA National,1043000,810000,71.8,4,261000,3786000,3.63,6.43,28.77,0.003,1.152,,
Monthly,2025-06-01,2025,6,2025-Q2,Strategic Accounts,Media & SaaS,NA National,1135000,923000,69.7,4,284000,5431000,4.78,21.26,22.17,0.0236,1.198,,
Monthly,2025-06-01,2025,6,2025-Q2,Strategic Accounts,Retail & eCommerce,NA National,923000,817000,65.6,5,185000,3590000,3.89,-7.98,4.89,0.0084,1.059,,
Monthly,2025-07-01,2025,7,2025-Q3,Channel Partners,FinTech,NA National,353000,283000,71.8,8,44000,989000,2.8,-13.05,10.31,0.0263,1.146,,
Monthly,2025-07-01,2025,7,2025-Q3,Channel Partners,Government & Education,NA National,247000,220000,70.9,4,62000,1016000,4.11,-15.99,11.76,0.0323,1.026,,
Monthly,2025-07-01,2025,7,2025-Q3,Channel Partners,Healthcare,NA National,349000,293000,71.1,6,58000,1356000,3.89,-16.31,7.06,0.0224,1.035,,
Monthly,2025-07-01,2025,7,2025-Q3,Channel Partners,Manufacturing,NA National,297000,255000,74.7,3,99000,1178000,3.96,-14.41,5.69,0.0195,1.074,,
Monthly,2025-07-01,2025,7,2025-Q3,Channel Partners,Media & SaaS,NA National,311000,252000,82.4,7,44000,1229000,3.96,-20.46,-16.17,0.0184,1.098,,
Monthly,2025-07-01,2025,7,2025-Q3,Channel Partners,Retail & eCommerce,NA National,347000,265000,77.0,7,50000,1112000,3.21,-4.14,15.67,0.0022,1.055,,
Monthly,2025-07-01,2025,7,2025-Q3,Customer Expansion,FinTech,NA National,498000,403000,67.7,13,38000,1968000,3.95,-17.55,11.66,0.006,1.076,,
Monthly,2025-07-01,2025,7,2025-Q3,Customer Expansion,Government & Education,NA National,377000,323000,75.5,10,38000,1306000,3.47,-17.51,15.64,0.0221,1.066,,
Monthly,2025-07-01,2025,7,2025-Q3,Customer Expansion,Healthcare,NA National,614000,471000,73.0,12,51000,2455000,4.0,1.32,28.99,0.0281,1.099,,
Monthly,2025-07-01,2025,7,2025-Q3,Customer Expansion,Manufacturing,NA National,504000,381000,71.1,20,25000,1769000,3.51,5.44,27.27,0.0084,1.06,,
Monthly,2025-07-01,2025,7,2025-Q3,Customer Expansion,Media & SaaS,NA National,600000,536000,73.8,10,60000,1993000,3.32,-7.26,27.39,0.0216,1.099,,
Monthly,2025-07-01,2025,7,2025-Q3,Customer Expansion,Retail & eCommerce,NA National,491000,404000,66.8,15,33000,2010000,4.09,-4.29,34.89,0.0188,1.033,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise East,FinTech,NA East,631000,488000,69.7,7,90000,2570000,4.08,-18.58,33.12,0.0108,1.009,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise East,Government & Education,NA East,509000,431000,69.3,4,127000,1712000,3.37,0.79,20.9,0.0136,1.161,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise East,Healthcare,NA East,629000,495000,77.7,5,126000,2803000,4.46,-1.72,16.91,0.0084,1.1,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise East,Manufacturing,NA East,573000,434000,67.6,1,573000,1962000,3.43,-9.76,18.88,0.0261,1.072,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise East,Media & SaaS,NA East,652000,524000,76.1,3,217000,2479000,3.8,-6.19,8.85,0.0119,1.06,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise East,Retail & eCommerce,NA East,634000,548000,67.5,5,127000,2963000,4.68,-1.25,30.99,0.0253,1.182,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise West,FinTech,NA West,681000,556000,67.1,2,341000,1681000,2.47,-6.46,3.5,0.0022,1.086,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise West,Government & Education,NA West,496000,439000,71.3,4,124000,1806000,3.64,-5.7,3.33,0.0061,1.113,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise West,Healthcare,NA West,665000,523000,79.3,2,332000,2612000,3.93,-6.86,11.58,0.0098,1.161,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise West,Manufacturing,NA West,609000,468000,77.3,6,102000,1890000,3.1,-2.72,5.36,0.0265,0.984,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise West,Media & SaaS,NA West,729000,563000,68.3,3,243000,1830000,2.51,-10.11,22.73,0.016,1.06,,
Monthly,2025-07-01,2025,7,2025-Q3,Enterprise West,Retail & eCommerce,NA West,631000,524000,69.6,5,126000,3482000,5.52,2.94,6.41,0.0245,1.182,,
Monthly,2025-07-01,2025,7,2025-Q3,Hardware & Appliances,FinTech,NA National,88000,74000,61.4,3,29000,94000,1.06,-9.28,-34.81,0.0277,0.718,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Hardware & Appliances,Government & Education,NA National,69000,52000,48.7,4,17000,115000,1.65,0.0,-21.59,0.038,0.797,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Hardware & Appliances,Healthcare,NA National,89000,65000,47.6,4,22000,176000,1.98,-15.24,-26.45,0.0418,0.757,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Hardware & Appliances,Manufacturing,NA National,84000,59000,46.4,6,14000,59000,0.71,-1.18,-22.94,0.0297,0.823,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Hardware & Appliances,Media & SaaS,NA National,86000,65000,50.9,5,17000,82000,0.95,-16.5,-25.86,0.0312,0.981,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Hardware & Appliances,Retail & eCommerce,NA National,86000,73000,48.2,2,43000,76000,0.88,-8.51,-28.93,0.0432,0.908,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,International APAC,FinTech,APAC,279000,239000,67.9,7,40000,1067000,3.83,-11.43,1.45,0.007,1.095,,
Monthly,2025-07-01,2025,7,2025-Q3,International APAC,Government & Education,APAC,238000,193000,68.0,3,79000,1071000,4.5,-6.3,17.82,0.0141,1.213,,
Monthly,2025-07-01,2025,7,2025-Q3,International APAC,Healthcare,APAC,293000,246000,71.2,9,33000,1259000,4.3,-3.93,27.39,0.0276,1.063,,
Monthly,2025-07-01,2025,7,2025-Q3,International APAC,Manufacturing,APAC,229000,172000,73.1,12,19000,840000,3.67,-17.92,-8.4,0.0116,1.119,,
Monthly,2025-07-01,2025,7,2025-Q3,International APAC,Media & SaaS,APAC,323000,264000,78.2,10,32000,1114000,3.44,14.13,23.75,0.0143,1.204,,
Monthly,2025-07-01,2025,7,2025-Q3,International APAC,Retail & eCommerce,APAC,269000,227000,66.3,6,45000,985000,3.66,-4.61,21.17,0.0139,1.134,,
Monthly,2025-07-01,2025,7,2025-Q3,International EMEA,FinTech,EMEA,325000,282000,85.2,10,32000,1117000,3.44,-5.52,-5.52,0.0209,1.042,,
Monthly,2025-07-01,2025,7,2025-Q3,International EMEA,Government & Education,EMEA,272000,239000,66.9,10,27000,1102000,4.05,-4.9,4.62,0.0324,1.091,,
Monthly,2025-07-01,2025,7,2025-Q3,International EMEA,Healthcare,EMEA,340000,301000,81.6,9,38000,1582000,4.65,-6.85,2.72,0.0163,1.102,,
Monthly,2025-07-01,2025,7,2025-Q3,International EMEA,Manufacturing,EMEA,258000,212000,76.5,7,37000,1079000,4.18,-27.32,-11.95,0.0132,1.133,,
Monthly,2025-07-01,2025,7,2025-Q3,International EMEA,Media & SaaS,EMEA,392000,333000,70.1,7,56000,1823000,4.65,13.29,16.67,0.009,1.107,,
Monthly,2025-07-01,2025,7,2025-Q3,International EMEA,Retail & eCommerce,EMEA,362000,297000,75.2,6,60000,1679000,4.64,3.43,16.4,0.0096,1.106,,
Monthly,2025-07-01,2025,7,2025-Q3,Legacy On-Prem,FinTech,NA National,160000,120000,53.8,3,53000,305000,1.9,5.26,-9.09,0.0291,0.743,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Legacy On-Prem,Government & Education,NA National,97000,72000,52.1,4,24000,204000,2.1,-17.8,-27.61,0.0232,0.862,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Legacy On-Prem,Healthcare,NA National,142000,107000,54.9,5,28000,187000,1.32,5.97,-11.8,0.0231,0.831,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Legacy On-Prem,Manufacturing,NA National,121000,90000,47.0,5,24000,174000,1.44,0.0,-31.25,0.0361,0.763,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Legacy On-Prem,Media & SaaS,NA National,128000,106000,56.8,7,18000,150000,1.17,-9.86,-25.58,0.0259,0.879,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Legacy On-Prem,Retail & eCommerce,NA National,123000,103000,57.0,4,31000,270000,2.19,-16.89,-21.15,0.036,0.834,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-07-01,2025,7,2025-Q3,Mid-Market,FinTech,NA National,445000,376000,66.8,6,74000,1960000,4.41,2.77,27.87,0.0182,1.179,,
Monthly,2025-07-01,2025,7,2025-Q3,Mid-Market,Government & Education,NA National,336000,293000,76.0,9,37000,1391000,4.13,-14.5,32.81,0.0185,1.037,,
Monthly,2025-07-01,2025,7,2025-Q3,Mid-Market,Healthcare,NA National,384000,314000,71.8,5,77000,1692000,4.41,-11.32,20.38,0.0135,1.096,,
Monthly,2025-07-01,2025,7,2025-Q3,Mid-Market,Manufacturing,NA National,376000,307000,70.0,5,75000,1745000,4.64,-7.84,22.48,0.0059,1.056,,
Monthly,2025-07-01,2025,7,2025-Q3,Mid-Market,Media & SaaS,NA National,447000,358000,72.3,7,64000,1428000,3.2,9.56,18.25,0.0034,1.165,,
Monthly,2025-07-01,2025,7,2025-Q3,Mid-Market,Retail & eCommerce,NA National,401000,317000,75.1,4,100000,1251000,3.12,-14.32,32.78,0.0221,1.036,,
Monthly,2025-07-01,2025,7,2025-Q3,Public Sector,FinTech,NA National,283000,243000,71.0,4,71000,1497000,5.28,21.98,25.78,0.0174,1.123,,
Monthly,2025-07-01,2025,7,2025-Q3,Public Sector,Government & Education,NA National,227000,180000,70.2,5,45000,953000,4.19,19.47,49.34,0.0,1.04,,
Monthly,2025-07-01,2025,7,2025-Q3,Public Sector,Healthcare,NA National,265000,199000,77.8,5,53000,1126000,4.25,13.25,30.54,0.0179,1.226,,
Monthly,2025-07-01,2025,7,2025-Q3,Public Sector,Manufacturing,NA National,247000,222000,69.9,6,41000,903000,3.65,13.82,77.7,0.0067,1.087,,
Monthly,2025-07-01,2025,7,2025-Q3,Public Sector,Media & SaaS,NA National,305000,269000,77.1,3,102000,1417000,4.64,32.61,42.52,0.0032,0.989,,
Monthly,2025-07-01,2025,7,2025-Q3,Public Sector,Retail & eCommerce,NA National,246000,196000,65.7,4,61000,945000,3.85,31.55,22.39,0.0118,1.059,,
Monthly,2025-07-01,2025,7,2025-Q3,SMB Online,FinTech,NA National,209000,186000,72.3,6,35000,1206000,5.77,-6.28,15.47,0.0004,1.065,,
Monthly,2025-07-01,2025,7,2025-Q3,SMB Online,Government & Education,NA National,165000,122000,74.5,15,11000,720000,4.37,-7.82,9.27,0.0213,1.19,,
Monthly,2025-07-01,2025,7,2025-Q3,SMB Online,Healthcare,NA National,194000,148000,75.4,15,13000,679000,3.5,4.3,4.86,0.0222,1.077,,
Monthly,2025-07-01,2025,7,2025-Q3,SMB Online,Manufacturing,NA National,155000,125000,73.7,11,14000,711000,4.58,-8.82,-5.49,0.0169,1.072,,
Monthly,2025-07-01,2025,7,2025-Q3,SMB Online,Media & SaaS,NA National,180000,138000,71.4,15,12000,854000,4.75,-11.76,-8.16,0.019,1.093,,
Monthly,2025-07-01,2025,7,2025-Q3,SMB Online,Retail & eCommerce,NA National,198000,172000,66.0,21,9000,850000,4.3,-7.48,4.21,0.0061,1.004,,
Monthly,2025-07-01,2025,7,2025-Q3,Strategic Accounts,FinTech,NA National,1071000,809000,70.0,5,214000,3565000,3.33,1.23,26.9,0.0134,1.061,,
Monthly,2025-07-01,2025,7,2025-Q3,Strategic Accounts,Government & Education,NA National,798000,691000,76.0,4,200000,3200000,4.01,-15.64,23.34,0.023,1.054,,
Monthly,2025-07-01,2025,7,2025-Q3,Strategic Accounts,Healthcare,NA National,1108000,880000,71.4,2,554000,4468000,4.03,-2.46,16.39,0.0218,1.032,,
Monthly,2025-07-01,2025,7,2025-Q3,Strategic Accounts,Manufacturing,NA National,965000,756000,65.8,4,241000,3350000,3.47,-7.48,6.39,0.01,1.047,,
Monthly,2025-07-01,2025,7,2025-Q3,Strategic Accounts,Media & SaaS,NA National,1134000,947000,75.0,5,227000,4318000,3.81,-0.09,18.62,0.0185,1.1,,
Monthly,2025-07-01,2025,7,2025-Q3,Strategic Accounts,Retail & eCommerce,NA National,942000,754000,86.0,3,314000,3241000,3.44,2.06,18.79,0.008,1.155,,
Monthly,2025-08-01,2025,8,2025-Q3,Channel Partners,FinTech,NA National,375000,286000,69.7,5,75000,1519000,4.05,6.23,23.36,0.021,1.136,,
Monthly,2025-08-01,2025,8,2025-Q3,Channel Partners,Government & Education,NA National,286000,215000,68.2,7,41000,958000,3.35,15.79,7.12,0.0241,1.113,,
Monthly,2025-08-01,2025,8,2025-Q3,Channel Partners,Healthcare,NA National,375000,283000,71.3,9,42000,968000,2.58,7.45,22.55,0.0019,1.035,,
Monthly,2025-08-01,2025,8,2025-Q3,Channel Partners,Manufacturing,NA National,319000,276000,75.8,5,64000,1382000,4.33,7.41,14.34,0.0006,1.179,,
Monthly,2025-08-01,2025,8,2025-Q3,Channel Partners,Media & SaaS,NA National,385000,295000,76.1,7,55000,1308000,3.39,23.79,3.22,0.0275,1.054,,
Monthly,2025-08-01,2025,8,2025-Q3,Channel Partners,Retail & eCommerce,NA National,375000,331000,74.4,9,42000,903000,2.41,8.07,5.63,0.0175,1.051,,
Monthly,2025-08-01,2025,8,2025-Q3,Customer Expansion,FinTech,NA National,505000,448000,68.0,10,51000,2182000,4.32,1.41,-6.83,0.0202,1.211,,
Monthly,2025-08-01,2025,8,2025-Q3,Customer Expansion,Government & Education,NA National,439000,333000,65.6,16,27000,1774000,4.05,16.45,20.6,0.0058,1.096,,
Monthly,2025-08-01,2025,8,2025-Q3,Customer Expansion,Healthcare,NA National,538000,481000,78.6,14,38000,1751000,3.25,-12.38,9.13,0.0112,1.018,,
Monthly,2025-08-01,2025,8,2025-Q3,Customer Expansion,Manufacturing,NA National,487000,399000,76.8,13,37000,1793000,3.68,-3.37,27.15,0.0146,1.086,,
Monthly,2025-08-01,2025,8,2025-Q3,Customer Expansion,Media & SaaS,NA National,631000,481000,65.6,10,63000,2814000,4.46,5.17,38.68,0.0102,1.008,,
Monthly,2025-08-01,2025,8,2025-Q3,Customer Expansion,Retail & eCommerce,NA National,518000,439000,72.3,9,58000,2190000,4.23,5.5,34.9,0.0252,0.994,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise East,FinTech,NA East,819000,643000,66.5,4,205000,3547000,4.33,29.79,28.37,0.0142,1.044,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise East,Government & Education,NA East,588000,505000,70.5,6,98000,2334000,3.97,15.52,33.33,0.0049,0.997,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise East,Healthcare,NA East,683000,548000,68.4,4,171000,2574000,3.77,8.59,7.22,0.0156,1.067,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise East,Manufacturing,NA East,648000,514000,69.8,3,216000,2199000,3.39,13.09,25.34,0.0,1.085,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise East,Media & SaaS,NA East,713000,587000,80.0,7,102000,2960000,4.15,9.36,25.31,0.0048,1.069,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise East,Retail & eCommerce,NA East,567000,483000,75.4,3,189000,2002000,3.53,-10.57,-9.71,0.0189,1.154,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise West,FinTech,NA West,759000,564000,66.5,4,190000,3565000,4.7,11.45,47.95,0.0309,1.078,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise West,Government & Education,NA West,594000,506000,72.2,7,85000,2405000,4.05,19.76,38.14,0.0149,1.106,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise West,Healthcare,NA West,716000,604000,68.9,1,716000,2528000,3.53,7.67,32.35,0.0067,1.14,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise West,Manufacturing,NA West,647000,507000,64.8,4,162000,3149000,4.87,6.24,50.12,0.0017,1.13,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise West,Media & SaaS,NA West,701000,613000,78.7,5,140000,2688000,3.84,-3.84,13.25,0.0154,1.056,,
Monthly,2025-08-01,2025,8,2025-Q3,Enterprise West,Retail & eCommerce,NA West,646000,562000,68.4,4,162000,2583000,4.0,2.38,36.58,0.0246,1.056,,
Monthly,2025-08-01,2025,8,2025-Q3,Hardware & Appliances,FinTech,NA National,81000,67000,48.9,6,13000,119000,1.47,-7.95,-30.17,0.0383,0.868,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Hardware & Appliances,Government & Education,NA National,59000,47000,49.2,3,20000,112000,1.9,-14.49,-33.71,0.0454,0.825,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Hardware & Appliances,Healthcare,NA National,88000,64000,51.6,4,22000,188000,2.13,-1.12,-26.67,0.0411,0.896,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Hardware & Appliances,Manufacturing,NA National,80000,66000,53.7,6,13000,160000,2.01,-4.76,-17.53,0.0441,0.829,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
